,keyphrase,keyphrase in _ plans
12792,renewable infrastructure feasibility,1
12793,communicating influences,1
12794,major disruptions,1
12796,feeding patterns,1
12797,mapping,1
12799,systematic approach,1
12800,resource use,1
12802,expenditure,1
12804,new build assessment,1
12805,appropriate plant equipment,1
12806,positive climate impact,1
12807,hill tops,1
8840,separate climate emergency,1
7816,building approach,1
8838,reduction officer,1
2973,polar ice caps,1
2976,variable conditions,1
2977,low carbon options,1
2978,help loan,1
2979,joint waste development,1
2980,environmental efficiency team,1
2981,executive summary waste,1
2982,facilitated challenge,1
2983,competitive means,1
2984,undertaking,1
2986,pandemic measures,1
2988,efficiency framework,1
2990,climate steering,1
2991,strong society,1
2992,service budget,1
2994,ecological emergencies advisory,1
2995,expected population increase,1
2997,systematic reductions,1
2999,public debate,1
3000,gas bulletin,1
2974,service mark,1
2972,skilled jobs executive,1
2804,offshore wind development,1
2971,international agreements,1
2937,local community events,1
2938,accelerated delivery approach,1
2939,important lever,1
2941,local plan sets,1
2944,leisure time,1
2945,point plan,1
2946,domestic buildings energy,1
2950,natural resources report,1
2952,future flagship activities,1
2954,carbon ambition,1
2955,better insulation,1
2957,safer communities,1
2961,decisions cabinet,1
2965,low increase participation,1
2966,business build,1
2967,city futures,1
2968,responsive transport,1
2969,unnecessary travel,1
2970,hydrogen development,1
3001,corporate climate strategy,1
3003,regional carbon dioxide,1
3004,benefit analysis,1
3005,third sectors,1
3049,waste recycling,1
3051,low months impact,1
3052,mileage allowance,1
3053,procurement tool,1
3054,demand measures,1
3056,natural capital components,1
3058,approve,1
3059,sustainable mode share,1
3060,change work,1
3062,single reduce,1
3063,low carbon fuel,1
3065,national budgets,1
3066,potential savings,1
3067,dioxide savings,1
3068,support initiatives,1
3069,officer,1
3072,plan buildings,1
3073,waste planning,1
3074,virtual meetings,1
3045,solar car parks,1
3043,multiple deprivation rankings,1
3020,least uk,1
3006,electric photovoltaic capacity,1
3007,other changes,1
3009,phase plan,1
3010,supply mixture,1
3011,marketable land,1
3012,carbon delivery,1
3014,cycling measures,1
3016,initial budget,1
3017,communicable,1
3018,affordable homes,1
3021,specific council actions,1
3042,consultation documents,1
3023,paper consumption,1
3026,effective use,1
3030,priority recommendations,1
3031,fresh water supplies,1
3033,carbon implications,1
3035,table,1
3038,permanent changes,1
3040,lease agreements,1
2936,conversion units,1
2935,strategy capital,1
2934,meal options,1
2864,green growth accelerator,1
2836,sustainability service,1
2838,radical system changes,1
2839,net balance,1
2841,main climate,1
2842,same objective,1
2844,intervention landlord,1
2845,gigabyte coverage,1
2846,sectors edinburgh,1
2847,intensive activity,1
2849,ongoing energy,1
2850,important factor,1
2852,prompt,1
2854,requirements target,1
2855,support actions,1
2857,public sector review,1
2858,national energy strategy,1
2859,transformative change,1
2860,further carbon savings,1
2835,local walking routes,1
2834,light management,1
2819,first month,1
2806,business processes,1
2807,low emission mobile,1
2808,heat energy,1
2810,curtailment reclamation,1
2811,more carbon emissions,1
2814,future cabinet meeting,1
2816,unique leadership role,1
2817,detailed pathway modelling,1
2818,steering support,1
2831,key targets,1
2824,edge overview,1
2825,actions plans,1
2827,living,1
2828,average land sea,1
2829,public sector leadership,1
2830,contracts renewal,1
2863,wide paris agreement,1
2866,new build retrofit,1
2932,community opinion,1
2867,warmest decade,1
2906,essex pension,1
2907,licensing activity,1
2908,audits installation,1
2910,own data,1
2911,hand dryers,1
2914,transport recycling,1
2915,satisfaction survey,1
2916,achievement build,1
2917,wider borough emissions,1
2920,programme board,1
2921,longer term action,1
2922,scope procurement,1
2923,buildings assets,1
2924,community members,1
2925,whole scale system,1
2927,intend,1
2928,core challenge areas,1
2930,heating upgrades,1
2931,framework mobility,1
2905,submission document,1
2904,planting waste,1
2903,phase measure,1
2881,term carbon,1
2869,green recovery opportunities,1
2870,carbon engagement,1
2871,local efforts,1
2872,corporate plan priorities,1
2874,necessary ev infrastructure,1
2875,positive programmes,1
2876,wide reduction,1
2878,measures target,1
2880,water transport,1
2883,active city council,1
2887,consultation process,1
2888,increase climate,1
2889,best practice guides,1
2894,energy standards,1
2895,single contribution,1
2898,main areas buildings,1
2901,management regulation,1
3075,acknowledgement,1
3077,health pollution,1
3279,executive councillor,1
3254,significant carbon reductions,1
3255,council implications,1
3256,resources,1
3258,portfolio plan,1
3259,compendium climate,1
3260,conventional offset balances,1
3262,latest statistics,1
3264,low ca,1
3265,energy research,1
3266,instance carbon,1
3267,potential support,1
3268,extensive investment,1
3270,increase offsets,1
3271,development,1
3272,natural beauty unit,1
3273,smart data institutions,1
3274,human lives,1
3275,best neutrality,1
3247,future places toolkit,1
3245,event carbon,1
3230,principle objectives,1
3219,global target,1
3220,outlined,1
3221,september implications,1
3224,greener grid,1
3225,service organisation,1
3227,report subject,1
3228,addresses energy,1
3229,available technology,1
3231,national energy use,1
3244,local dairy farm,1
3234,embed climate,1
3235,transport study,1
3236,first uk city,1
3237,window glazing,1
3238,borough areas,1
3239,principal environment officer,1
3240,challenging commitments,1
3242,task,1
3243,specific reporting,1
3278,efficient use,1
3217,cambridge budget,1
3319,infrastructure travel,1
3321,new consultation,1
3322,international organisations,1
3325,heart disease,1
3326,annual cost savings,1
3327,local carbon emissions,1
3329,capita installations,1
3334,other language translations,1
3337,target reduction,1
3338,adaptation section,1
3343,key items,1
3344,discussions,1
3346,literacy change,1
3347,green business incubator,1
3348,awareness programmes,1
3349,top level credit,1
3350,carbon impacts,1
3351,associated management,1
3352,officer increase,1
3316,annual average,1
3315,available alternative,1
3294,planned approach,1
3282,solutions theme,1
3283,office assets,1
3284,household water,1
3285,march cabinet,1
3286,estates,1
3287,boston borough,1
3288,benefit entitlement,1
3289,significant transformative,1
3291,plan summary,1
3296,green economy homes,1
3297,supplier engagement,1
3298,disposable plastic items,1
3299,government design,1
3304,other formats,1
3306,data highlights,1
3308,north somerset,1
3313,transformational actions,1
3218,larger transition,1
3216,repeatable method,1
3144,flooding impact,1
3115,compare carbon sequestration,1
3116,various co benefits,1
3118,national park,1
3120,seismic shift,1
3122,future funding opportunities,1
3124,new climate emergency,1
3126,cold spells,1
3128,landlord,1
3131,key criteria sequestration,1
3132,regen analysis,1
3133,cabinet recommend,1
3134,main sectors,1
3135,stricter climate standards,1
3136,local approaches,1
3138,neutral measures,1
3140,harvesting systems,1
3141,thorough data collection,1
3113,other governments,1
3093,fabric upgrades,1
3081,sixth uk carbon,1
3082,borough partnership,1
3083,bodies carbon,1
3086,third sector bodies,1
3088,diesel petrol,1
3090,substantial implications,1
3095,direct grants,1
3110,possible changes,1
3098,rail transportation,1
3099,joint impact assessment,1
3100,reporting guidance,1
3101,mosquito borne diseases,1
3102,scope energy,1
3103,challenging questions,1
3104,sulphur,1
3105,replacement boiler,1
3107,parks accelerator,1
3109,valley percentage,1
3143,uk green,1
3145,joint foreword,1
3146,incidence,1
3189,health wellbeing,1
3190,high carbon households,1
3192,over reduction,1
3193,internal toolkit,1
3195,public concern,1
3197,average crop yields,1
3200,further progress report,1
3201,future utility price,1
3202,worst impacts,1
3203,varied diet,1
3204,public bus usage,1
3205,development schedule,1
3206,management policy,1
3209,third principle,1
3210,wind patterns,1
3211,programmes contact,1
3212,regulatory environment,1
3213,implications section,1
3214,sustainable travel objectives,1
3186,welsh assembly,1
3185,annual target,1
3184,waste objectives,1
3164,category actions,1
3147,local enterprise retrofitting,1
3149,renewable energy systems,1
3155,formal reporting process,1
3156,island plan,1
3157,external wall,1
3158,green supply,1
3159,next renewal point,1
3160,minimum vehicle,1
3163,turn,1
3165,parking standards,1
3183,disparity,1
3166,annual flood level,1
3169,engagement survey,1
3172,footprints,1
3174,root causes,1
3175,overarching objectives,1
3176,public sectors work,1
3177,new flood resilience,1
3179,priority sites,1
3180,winters,1
2805,green city strategy,1
2803,scope climate,1
2257,new pests,1
2426,medium term farm,1
2427,ongoing residents,1
2428,refresh consultation,1
2429,green line,1
2430,assembly action,1
2431,ongoing retrofit efficiency,1
2432,june climate,1
2434,national procurement framework,1
2437,pensions,1
2438,inventory update,1
2444,cycling schemes,1
2445,rates,1
2446,other options,1
2447,sustainable scotland,1
2449,official classification,1
2451,seasonal weather characteristics,1
2452,resumption,1
2453,smaller vehicles,1
2424,annual reporting process,1
2421,small contribution,1
2802,heating improvements,1
2420,usual practices,1
2390,runaway climate change,1
2391,divisional business plans,1
2393,clean emissions,1
2394,overall car ownership,1
2395,key priority sustainability,1
2397,necessary planning delivery,1
2398,food concept,1
2400,external support,1
2401,sensors,1
2403,material resource efficiency,1
2404,other considerations,1
2407,computers screens,1
2408,energy integration,1
2409,westminster climate,1
2411,third party contractors,1
2414,building electricity,1
2417,demand projects,1
2418,national change risk,1
2419,norfolk climate,1
2454,adaptation framework,1
2457,marsh farm completion,1
2458,city consumption,1
2459,norfolk resilience,1
2495,regular cycle rides,1
2496,indirect emissions council,1
2498,management planning,1
2500,cumulative impact groups,1
2502,ulster wildlife,1
2505,draft implementation,1
2508,current planning policies,1
2509,online exchange forum,1
2511,single emission factor,1
2513,borehole cost,1
2514,refrigeration units,1
2517,local consumption,1
2518,environmental sustainability strategy,1
2520,dougie campbell,1
2521,green infrastructure mapping,1
2494,total emissions tonnes,1
2493,useful working relationships,1
2491,lease energy,1
2475,industrial emissions,1
2460,consumer evolution,1
2461,document part,1
2462,planting plan,1
2463,efficient equipment,1
2464,unprecedented wildfires,1
2465,byways signage,1
2466,footprint measure,1
2468,redress imbalances,1
2474,cabinet thursday,1
2476,substantive change,1
2490,key feature,1
